Tracker ID,Current_stage,Status,slew_drive_stage,pony_panel_stage,source_image
A18T02R24_boundary,pile,completed,not_started,not_started,A18T02R24_boundary.tif
A18T02R25_boundary,pile,completed,not_started,not_started,A18T02R25_boundary.tif
A18T02R26_boundary,pile,completed,not_started,not_started,A18T02R26_boundary.tif
A18T02R27_boundary,pile,completed,not_started,not_started,A18T02R27_boundary.tif
A18T02R28_boundary,pile,completed,not_started,not_started,A18T02R28_boundary.tif
A18T02R29_boundary,pile,completed,not_started,not_started,A18T02R29_boundary.tif
A18T02R30_boundary,pile,completed,not_started,not_started,A18T02R30_boundary.tif
A18T02R31_boundary,pile,completed,not_started,not_started,A18T02R31_boundary.tif
A18T02R32_boundary,pile,not_started,not_started,not_started,A18T02R32_boundary.tif
A18T02R33_boundary,pile,completed,not_started,not_started,A18T02R33_boundary.tif
A18T02R34_boundary,pile,not_started,not_started,not_started,A18T02R34_boundary.tif
A18T02R35_boundary,pile,completed,not_started,not_started,A18T02R35_boundary.tif
A18T02R36_boundary,pile,completed,not_started,not_started,A18T02R36_boundary.tif
A18T03R01_boundary,pile,not_started,not_started,not_started,A18T03R01_boundary.tif
A18T03R02_boundary,pile,completed,not_started,not_started,A18T03R02_boundary.tif
A18T03R03_boundary,pile,not_started,not_started,not_started,A18T03R03_boundary.tif
A18T03R04_boundary,pile,completed,not_started,not_started,A18T03R04_boundary.tif
A18T03R05_boundary,pile,not_started,not_started,not_started,A18T03R05_boundary.tif
A18T03R06_boundary,pile,completed,not_started,not_started,A18T03R06_boundary.tif
A18T03R07_boundary,pile,completed,not_started,not_started,A18T03R07_boundary.tif
A18T03R08_boundary,pile,not_started,not_started,not_started,A18T03R08_boundary.tif
A18T03R09_boundary,pile,not_started,not_started,not_started,A18T03R09_boundary.tif
A18T03R10_boundary,pile,completed,not_started,not_started,A18T03R10_boundary.tif
A18T03R11_boundary,pile,completed,not_started,not_started,A18T03R11_boundary.tif
A18T03R12_boundary,pile,not_started,not_started,not_started,A18T03R12_boundary.tif
A18T03R13_boundary,pile,not_started,not_started,not_started,A18T03R13_boundary.tif
A18T03R14_boundary,pile,not_started,not_started,not_started,A18T03R14_boundary.tif
A18T03R15_boundary,pile,completed,not_started,not_started,A18T03R15_boundary.tif
A18T03R16_boundary,pile,not_started,not_started,not_started,A18T03R16_boundary.tif
A18T03R17_boundary,pile,completed,not_started,not_started,A18T03R17_boundary.tif
A18T03R18_boundary,pile,completed,not_started,not_started,A18T03R18_boundary.tif
A18T03R19_boundary,pile,completed,not_started,not_started,A18T03R19_boundary.tif
A18T03R20_boundary,pile,completed,not_started,not_started,A18T03R20_boundary.tif
A18T03R21_boundary,pile,not_started,not_started,not_started,A18T03R21_boundary.tif
A18T03R22_boundary,pile,completed,not_started,not_started,A18T03R22_boundary.tif
A18T03R23_boundary,pile,not_started,not_started,not_started,A18T03R23_boundary.tif
A18T03R24_boundary,pile,not_started,not_started,not_started,A18T03R24_boundary.tif
A18T03R25_boundary,pile,not_started,not_started,not_started,A18T03R25_boundary.tif
A18T03R26_boundary,pile,not_started,not_started,not_started,A18T03R26_boundary.tif
A18T03R27_boundary,pile,not_started,not_started,not_started,A18T03R27_boundary.tif
A18T03R28_boundary,pile,not_started,not_started,not_started,A18T03R28_boundary.tif
A18T03R29_boundary,pile,not_started,not_started,not_started,A18T03R29_boundary.tif
A18T03R30_boundary,pile,completed,not_started,not_started,A18T03R30_boundary.tif
A18T03R31_boundary,pile,completed,not_started,not_started,A18T03R31_boundary.tif
A18T03R32_boundary,pile,completed,not_started,not_started,A18T03R32_boundary.tif
A18T03R33_boundary,pile,completed,not_started,not_started,A18T03R33_boundary.tif
A18T03R34_boundary,pile,completed,not_started,not_started,A18T03R34_boundary.tif
A18T03R35_boundary,pile,completed,not_started,not_started,A18T03R35_boundary.tif
A18T03R36_boundary,pile,not_started,not_started,not_started,A18T03R36_boundary.tif
