Tracker ID,Current_stage,Status,slew_drive_stage,pony_panel_stage,source_image
A31T02R27_boundary,torque_tube,completed,completed,not_started,A31T02R27_boundary.tif
A31T02R28_boundary,pile,completed,in_progress,not_started,A31T02R28_boundary.tif
A31T02R29_boundary,pile,completed,not_started,not_started,A31T02R29_boundary.tif
A31T02R30_boundary,pile,completed,not_started,not_started,A31T02R30_boundary.tif
A31T02R31_boundary,pile,completed,not_started,not_started,A31T02R31_boundary.tif
A31T02R32_boundary,pile,completed,not_started,not_started,A31T02R32_boundary.tif
A31T02R33_boundary,pile,completed,not_started,not_started,A31T02R33_boundary.tif
A31T02R34_boundary,pile,completed,not_started,not_started,A31T02R34_boundary.tif
A31T02R35_boundary,pile,completed,not_started,not_started,A31T02R35_boundary.tif
A31T02R36_boundary,pile,completed,not_started,not_started,A31T02R36_boundary.tif
A31T02R37_boundary,pile,completed,not_started,not_started,A31T02R37_boundary.tif
A31T02R38_boundary,pile,completed,not_started,not_started,A31T02R38_boundary.tif
A31T02R39_boundary,torque_tube,in_progress,completed,not_started,A31T02R39_boundary.tif
A31T02R40_boundary,pile,completed,not_started,not_started,A31T02R40_boundary.tif
A31T02R41_boundary,pile,completed,not_started,not_started,A31T02R41_boundary.tif
A31T02R42_boundary,torque_tube,in_progress,completed,not_started,A31T02R42_boundary.tif
A31T02R43_boundary,pile,completed,not_started,not_started,A31T02R43_boundary.tif
A31T02R44_boundary,torque_tube,in_progress,completed,not_started,A31T02R44_boundary.tif
A31T02R45_boundary,torque_tube,in_progress,completed,not_started,A31T02R45_boundary.tif
A31T02R46_boundary,pile,completed,not_started,not_started,A31T02R46_boundary.tif
A31T02R47_boundary,pile,completed,not_started,not_started,A31T02R47_boundary.tif
A31T02R48_boundary,pile,completed,not_started,not_started,A31T02R48_boundary.tif
A31T02R49_boundary,torque_tube,in_progress,completed,not_started,A31T02R49_boundary.tif
A31T02R50_boundary,torque_tube,in_progress,completed,not_started,A31T02R50_boundary.tif
A31T02R51_boundary,pile,completed,not_started,not_started,A31T02R51_boundary.tif
A31T02R52_boundary,pile,completed,not_started,not_started,A31T02R52_boundary.tif
G31_zone,pile,in_progress,not_started,not_started,G31_zone.tif
