Tracker ID,Current_stage,Status,slew_drive_stage,pony_panel_stage,source_image
A24T01R37_boundary,pile,completed,in_progress,not_started,A24T01R37_boundary.tif
A24T01R38_boundary,pile,completed,not_started,not_started,A24T01R38_boundary.tif
A24T01R39_boundary,torque_tube,completed,completed,not_started,A24T01R39_boundary.tif
A24T01R40_boundary,module_rails,completed,completed,not_started,A24T01R40_boundary.tif
A24T01R41_boundary,pile,completed,not_started,not_started,A24T01R41_boundary.tif
A24T01R42_boundary,torque_tube,completed,completed,not_started,A24T01R42_boundary.tif
A24T01R43_boundary,pile,completed,not_started,not_started,A24T01R43_boundary.tif
A24T01R44_boundary,torque_tube,completed,completed,not_started,A24T01R44_boundary.tif
A24T01R45_boundary,pile,completed,not_started,not_started,A24T01R45_boundary.tif
A24T01R46_boundary,module_rails,in_progress,completed,not_started,A24T01R46_boundary.tif
A24T01R47_boundary,pile,completed,in_progress,not_started,A24T01R47_boundary.tif
A24T01R48_boundary,torque_tube,completed,completed,not_started,A24T01R48_boundary.tif
A24T01R49_boundary,pile,completed,not_started,not_started,A24T01R49_boundary.tif
A24T01R50_boundary,pile,completed,not_started,not_started,A24T01R50_boundary.tif
A24T01R51_boundary,pile,completed,in_progress,not_started,A24T01R51_boundary.tif
A24T01R52_boundary,pile,completed,in_progress,not_started,A24T01R52_boundary.tif
A24T02R01_boundary,torque_tube,completed,completed,not_started,A24T02R01_boundary.tif
A24T02R02_boundary,torque_tube,completed,completed,not_started,A24T02R02_boundary.tif
A24T02R03_boundary,torque_tube,completed,completed,not_started,A24T02R03_boundary.tif
A24T02R04_boundary,pile,completed,not_started,not_started,A24T02R04_boundary.tif
A24T02R05_boundary,pile,completed,not_started,not_started,A24T02R05_boundary.tif
A24T02R06_boundary,pile,completed,not_started,not_started,A24T02R06_boundary.tif
A24T02R07_boundary,torque_tube,completed,completed,not_started,A24T02R07_boundary.tif
A24T02R08_boundary,pile,completed,in_progress,not_started,A24T02R08_boundary.tif
A24T02R09_boundary,torque_tube,completed,completed,not_started,A24T02R09_boundary.tif
A24T02R10_boundary,torque_tube,completed,completed,not_started,A24T02R10_boundary.tif
A24T02R11_boundary,pile,completed,in_progress,not_started,A24T02R11_boundary.tif
A24T02R12_boundary,torque_tube,completed,completed,not_started,A24T02R12_boundary.tif
A24T02R13_boundary,torque_tube,completed,completed,not_started,A24T02R13_boundary.tif
A24T02R14_boundary,pile,completed,in_progress,not_started,A24T02R14_boundary.tif
A24T02R15_boundary,pile,completed,not_started,not_started,A24T02R15_boundary.tif
A24T02R16_boundary,pile,completed,not_started,not_started,A24T02R16_boundary.tif
A24T02R17_boundary,torque_tube,completed,completed,not_started,A24T02R17_boundary.tif
A24T02R18_boundary,torque_tube,completed,completed,not_started,A24T02R18_boundary.tif
A24T02R19_boundary,pile,completed,not_started,not_started,A24T02R19_boundary.tif
A24T02R20_boundary,torque_tube,completed,completed,not_started,A24T02R20_boundary.tif
A24T02R21_boundary,torque_tube,completed,completed,not_started,A24T02R21_boundary.tif
A24T02R22_boundary,torque_tube,completed,completed,not_started,A24T02R22_boundary.tif
A24T02R23_boundary,torque_tube,completed,completed,not_started,A24T02R23_boundary.tif
A24T02R24_boundary,torque_tube,completed,completed,not_started,A24T02R24_boundary.tif
A24T02R25_boundary,pile,completed,not_started,not_started,A24T02R25_boundary.tif
A24T02R26_boundary,torque_tube,completed,completed,not_started,A24T02R26_boundary.tif
A24T02R27_boundary,pile,completed,in_progress,not_started,A24T02R27_boundary.tif
A24T02R28_boundary,pile,completed,not_started,not_started,A24T02R28_boundary.tif
A24T02R29_boundary,torque_tube,completed,completed,not_started,A24T02R29_boundary.tif
A24T02R30_boundary,pile,completed,in_progress,not_started,A24T02R30_boundary.tif
A24T02R31_boundary,torque_tube,completed,completed,not_started,A24T02R31_boundary.tif
A24T02R32_boundary,pile,completed,not_started,not_started,A24T02R32_boundary.tif
A24T02R33_boundary,pile,completed,in_progress,not_started,A24T02R33_boundary.tif
A24T02R34_boundary,pile,completed,in_progress,not_started,A24T02R34_boundary.tif
A24T02R35_boundary,pile,completed,not_started,not_started,A24T02R35_boundary.tif
A24T02R36_boundary,module_rails,completed,not_started,not_started,A24T02R36_boundary.tif
A24T02R37_boundary,torque_tube,completed,completed,not_started,A24T02R37_boundary.tif
A24T02R38_boundary,module_rails,completed,completed,not_started,A24T02R38_boundary.tif
A24T02R39_boundary,pile,completed,not_started,not_started,A24T02R39_boundary.tif
A24T02R40_boundary,torque_tube,completed,completed,not_started,A24T02R40_boundary.tif
A24T02R41_boundary,pile,completed,not_started,not_started,A24T02R41_boundary.tif
A24T02R42_boundary,torque_tube,completed,completed,not_started,A24T02R42_boundary.tif
A24T02R43_boundary,pile,completed,in_progress,not_started,A24T02R43_boundary.tif
A24T02R44_boundary,torque_tube,completed,completed,not_started,A24T02R44_boundary.tif
A24T02R45_boundary,pile,completed,in_progress,not_started,A24T02R45_boundary.tif
A24T02R46_boundary,pile,completed,in_progress,not_started,A24T02R46_boundary.tif
A24T02R47_boundary,pile,completed,not_started,not_started,A24T02R47_boundary.tif
A24T02R48_boundary,pile,completed,in_progress,not_started,A24T02R48_boundary.tif
A24T02R49_boundary,pile,completed,not_started,not_started,A24T02R49_boundary.tif
A24T02R50_boundary,torque_tube,in_progress,completed,not_started,A24T02R50_boundary.tif
A24T02R51_boundary,torque_tube,completed,completed,not_started,A24T02R51_boundary.tif
A24T02R52_boundary,pile,completed,not_started,not_started,A24T02R52_boundary.tif
G24_zone,pile,completed,not_started,not_started,G24_zone.tif
