Tracker ID,Current_stage,Status,slew_drive_stage,pony_panel_stage,source_image
A07T01R34_boundary,pile,completed,not_started,not_started,A07T01R34_boundary.tif
A07T01R35_boundary,pile,not_started,not_started,not_started,A07T01R35_boundary.tif
A07T01R36_boundary,module_rails,completed,completed,not_started,A07T01R36_boundary.tif
A07T02R01_boundary,pile,completed,not_started,not_started,A07T02R01_boundary.tif
A07T02R02_boundary,module_rails,completed,completed,not_started,A07T02R02_boundary.tif
A07T02R03_boundary,pile,completed,not_started,not_started,A07T02R03_boundary.tif
A07T02R04_boundary,torque_tube,completed,completed,not_started,A07T02R04_boundary.tif
A07T02R05_boundary,pile,completed,not_started,not_started,A07T02R05_boundary.tif
A07T02R06_boundary,torque_tube,completed,completed,not_started,A07T02R06_boundary.tif
A07T02R07_boundary,torque_tube,completed,completed,not_started,A07T02R07_boundary.tif
A07T02R08_boundary,torque_tube,completed,not_started,not_started,A07T02R08_boundary.tif
A07T02R09_boundary,pile,completed,not_started,not_started,A07T02R09_boundary.tif
A07T02R10_boundary,pile,completed,not_started,not_started,A07T02R10_boundary.tif
A07T02R11_boundary,pile,completed,not_started,not_started,A07T02R11_boundary.tif
A07T02R12_boundary,module_rails,completed,completed,not_started,A07T02R12_boundary.tif
A07T02R13_boundary,pile,completed,not_started,not_started,A07T02R13_boundary.tif
A07T02R14_boundary,module_rails,completed,completed,not_started,A07T02R14_boundary.tif
A07T02R15_boundary,pile,completed,not_started,not_started,A07T02R15_boundary.tif
A07T02R16_boundary,torque_tube,completed,completed,not_started,A07T02R16_boundary.tif
A07T02R17_boundary,pile,completed,not_started,not_started,A07T02R17_boundary.tif
A07T02R18_boundary,pile,completed,not_started,not_started,A07T02R18_boundary.tif
A07T02R19_boundary,module_rails,completed,completed,not_started,A07T02R19_boundary.tif
A07T02R20_boundary,pile,completed,completed,not_started,A07T02R20_boundary.tif
A07T02R21_boundary,pile,completed,not_started,not_started,A07T02R21_boundary.tif
A07T02R22_boundary,pile,completed,not_started,not_started,A07T02R22_boundary.tif
A07T02R23_boundary,pile,completed,not_started,not_started,A07T02R23_boundary.tif
A07T02R24_boundary,torque_tube,completed,completed,not_started,A07T02R24_boundary.tif
A07T02R25_boundary,pile,completed,not_started,not_started,A07T02R25_boundary.tif
A07T02R26_boundary,module_rails,completed,completed,not_started,A07T02R26_boundary.tif
A07T02R27_boundary,pile,completed,not_started,not_started,A07T02R27_boundary.tif
A07T02R28_boundary,pile,completed,not_started,not_started,A07T02R28_boundary.tif
A07T02R29_boundary,pile,completed,in_progress,not_started,A07T02R29_boundary.tif
A07T02R30_boundary,torque_tube,completed,completed,not_started,A07T02R30_boundary.tif
A07T02R31_boundary,pile,completed,in_progress,not_started,A07T02R31_boundary.tif
A07T02R32_boundary,module_rails,completed,completed,not_started,A07T02R32_boundary.tif
A07T02R33_boundary,pile,completed,not_started,not_started,A07T02R33_boundary.tif
A07T02R34_boundary,pile,completed,not_started,not_started,A07T02R34_boundary.tif
A07T02R35_boundary,pile,completed,not_started,not_started,A07T02R35_boundary.tif
A07T02R36_boundary,pile,completed,not_started,not_started,A07T02R36_boundary.tif
A07T03R01_boundary,pile,completed,not_started,not_started,A07T03R01_boundary.tif
A07T03R02_boundary,pile,completed,in_progress,not_started,A07T03R02_boundary.tif
A07T03R03_boundary,pile,completed,not_started,not_started,A07T03R03_boundary.tif
A07T03R04_boundary,pile,completed,not_started,not_started,A07T03R04_boundary.tif
A07T03R05_boundary,pile,completed,not_started,not_started,A07T03R05_boundary.tif
A07T03R06_boundary,pile,completed,completed,not_started,A07T03R06_boundary.tif
A07T03R07_boundary,pile,completed,not_started,not_started,A07T03R07_boundary.tif
A07T03R08_boundary,module_rails,completed,completed,not_started,A07T03R08_boundary.tif
A07T03R09_boundary,pile,completed,not_started,not_started,A07T03R09_boundary.tif
A07T03R10_boundary,pile,completed,completed,not_started,A07T03R10_boundary.tif
A07T03R11_boundary,pile,completed,not_started,not_started,A07T03R11_boundary.tif
A07T03R12_boundary,pile,completed,not_started,not_started,A07T03R12_boundary.tif
A07T03R13_boundary,pile,completed,not_started,not_started,A07T03R13_boundary.tif
A07T03R14_boundary,pile,completed,in_progress,not_started,A07T03R14_boundary.tif
A07T03R15_boundary,pile,completed,not_started,not_started,A07T03R15_boundary.tif
A07T03R16_boundary,torque_tube,completed,completed,not_started,A07T03R16_boundary.tif
A07T03R17_boundary,pile,completed,not_started,not_started,A07T03R17_boundary.tif
A07T03R18_boundary,pile,completed,in_progress,not_started,A07T03R18_boundary.tif
A07T03R19_boundary,pile,completed,not_started,not_started,A07T03R19_boundary.tif
A07T03R20_boundary,torque_tube,completed,not_started,not_started,A07T03R20_boundary.tif
A07T03R21_boundary,pile,completed,not_started,not_started,A07T03R21_boundary.tif
A07T03R22_boundary,torque_tube,completed,completed,not_started,A07T03R22_boundary.tif
A07T03R23_boundary,pile,completed,not_started,not_started,A07T03R23_boundary.tif
A07T03R24_boundary,pile,completed,in_progress,not_started,A07T03R24_boundary.tif
A07T03R25_boundary,pile,completed,not_started,not_started,A07T03R25_boundary.tif
A07T03R26_boundary,pile,completed,in_progress,not_started,A07T03R26_boundary.tif
A07T03R27_boundary,pile,completed,not_started,not_started,A07T03R27_boundary.tif
A07T03R28_boundary,module_rails,completed,completed,not_started,A07T03R28_boundary.tif
A07T03R29_boundary,pile,completed,not_started,not_started,A07T03R29_boundary.tif
A07T03R30_boundary,torque_tube,completed,completed,not_started,A07T03R30_boundary.tif
A07T03R31_boundary,pile,completed,not_started,not_started,A07T03R31_boundary.tif
A07T03R32_boundary,torque_tube,completed,completed,not_started,A07T03R32_boundary.tif
A07T03R33_boundary,pile,completed,not_started,not_started,A07T03R33_boundary.tif
A07T03R34_boundary,module_rails,completed,completed,not_started,A07T03R34_boundary.tif
A07T03R35_boundary,pile,completed,not_started,not_started,A07T03R35_boundary.tif
A07T03R36_boundary,pile,completed,not_started,not_started,A07T03R36_boundary.tif
G7_zone,pile,completed,not_started,not_started,G7_zone.tif
