Tracker ID,Current_stage,Status,slew_drive_stage,pony_panel_stage,source_image
A06T01R29_boundary,torque_tube,completed,completed,not_started,A06T01R29_boundary.tif
A06T01R30_boundary,pile,completed,not_started,not_started,A06T01R30_boundary.tif
A06T01R31_boundary,torque_tube,completed,completed,not_started,A06T01R31_boundary.tif
A06T01R32_boundary,module_rails,completed,completed,not_started,A06T01R32_boundary.tif
A06T01R33_boundary,module_rails,in_progress,completed,not_started,A06T01R33_boundary.tif
A06T01R34_boundary,module_rails,completed,completed,not_started,A06T01R34_boundary.tif
A06T01R35_boundary,pile,completed,not_started,not_started,A06T01R35_boundary.tif
A06T01R36_boundary,module_rails,completed,completed,not_started,A06T01R36_boundary.tif
A06T02R01_boundary,pile,not_started,not_started,not_started,A06T02R01_boundary.tif
A06T02R02_boundary,module_rails,completed,completed,not_started,A06T02R02_boundary.tif
A06T02R03_boundary,pile,completed,not_started,not_started,A06T02R03_boundary.tif
A06T02R04_boundary,solar_panel,completed,completed,not_started,A06T02R04_boundary.tif
A06T02R05_boundary,solar_panel,completed,completed,completed,A06T02R05_boundary.tif
A06T02R06_boundary,module_rails,completed,completed,not_started,A06T02R06_boundary.tif
A06T02R07_boundary,solar_panel,completed,completed,not_started,A06T02R07_boundary.tif
A06T02R08_boundary,module_rails,completed,completed,not_started,A06T02R08_boundary.tif
A06T02R09_boundary,solar_panel,completed,completed,completed,A06T02R09_boundary.tif
A06T02R10_boundary,pile,completed,not_started,not_started,A06T02R10_boundary.tif
A06T02R11_boundary,solar_panel,completed,completed,not_started,A06T02R11_boundary.tif
A06T02R12_boundary,solar_panel,completed,completed,not_started,A06T02R12_boundary.tif
A06T02R13_boundary,solar_panel,completed,completed,completed,A06T02R13_boundary.tif
A06T02R14_boundary,solar_panel,completed,completed,completed,A06T02R14_boundary.tif
A06T02R15_boundary,solar_panel,completed,completed,completed,A06T02R15_boundary.tif
A06T02R16_boundary,solar_panel,completed,completed,completed,A06T02R16_boundary.tif
A06T02R17_boundary,solar_panel,completed,completed,completed,A06T02R17_boundary.tif
A06T02R18_boundary,solar_panel,completed,completed,not_started,A06T02R18_boundary.tif
A06T02R19_boundary,solar_panel,completed,completed,completed,A06T02R19_boundary.tif
A06T02R20_boundary,solar_panel,completed,completed,completed,A06T02R20_boundary.tif
A06T02R21_boundary,solar_panel,completed,completed,not_started,A06T02R21_boundary.tif
A06T02R22_boundary,solar_panel,completed,completed,completed,A06T02R22_boundary.tif
A06T02R23_boundary,solar_panel,completed,completed,not_started,A06T02R23_boundary.tif
A06T02R24_boundary,solar_panel,completed,completed,not_started,A06T02R24_boundary.tif
A06T02R25_boundary,solar_panel,completed,completed,not_started,A06T02R25_boundary.tif
A06T02R26_boundary,solar_panel,completed,completed,completed,A06T02R26_boundary.tif
A06T02R27_boundary,solar_panel,completed,completed,completed,A06T02R27_boundary.tif
A06T02R28_boundary,solar_panel,completed,completed,completed,A06T02R28_boundary.tif
A06T02R29_boundary,solar_panel,completed,completed,completed,A06T02R29_boundary.tif
A06T02R30_boundary,solar_panel,completed,completed,completed,A06T02R30_boundary.tif
A06T02R31_boundary,solar_panel,completed,completed,completed,A06T02R31_boundary.tif
A06T02R32_boundary,solar_panel,completed,completed,completed,A06T02R32_boundary.tif
A06T02R33_boundary,solar_panel,completed,completed,completed,A06T02R33_boundary.tif
A06T02R34_boundary,solar_panel,completed,completed,not_started,A06T02R34_boundary.tif
A06T02R35_boundary,solar_panel,completed,completed,completed,A06T02R35_boundary.tif
A06T02R36_boundary,solar_panel,completed,completed,completed,A06T02R36_boundary.tif
A06T03R01_boundary,solar_panel,completed,completed,completed,A06T03R01_boundary.tif
A06T03R02_boundary,pile,not_started,not_started,not_started,A06T03R02_boundary.tif
A06T03R03_boundary,solar_panel,completed,completed,completed,A06T03R03_boundary.tif
A06T03R04_boundary,solar_panel,completed,completed,completed,A06T03R04_boundary.tif
A06T03R05_boundary,solar_panel,completed,completed,not_started,A06T03R05_boundary.tif
A06T03R06_boundary,module_rails,completed,completed,not_started,A06T03R06_boundary.tif
A06T03R07_boundary,pile,not_started,not_started,not_started,A06T03R07_boundary.tif
A06T03R08_boundary,solar_panel,completed,completed,completed,A06T03R08_boundary.tif
A06T03R09_boundary,solar_panel,completed,completed,completed,A06T03R09_boundary.tif
A06T03R10_boundary,solar_panel,completed,completed,not_started,A06T03R10_boundary.tif
A06T03R11_boundary,solar_panel,completed,completed,not_started,A06T03R11_boundary.tif
A06T03R12_boundary,solar_panel,completed,completed,completed,A06T03R12_boundary.tif
A06T03R13_boundary,solar_panel,completed,completed,completed,A06T03R13_boundary.tif
A06T03R14_boundary,solar_panel,completed,completed,completed,A06T03R14_boundary.tif
A06T03R15_boundary,solar_panel,completed,completed,completed,A06T03R15_boundary.tif
A06T03R16_boundary,solar_panel,completed,completed,completed,A06T03R16_boundary.tif
A06T03R17_boundary,solar_panel,completed,completed,completed,A06T03R17_boundary.tif
A06T03R18_boundary,solar_panel,completed,completed,completed,A06T03R18_boundary.tif
A06T03R19_boundary,solar_panel,completed,completed,completed,A06T03R19_boundary.tif
A06T03R20_boundary,solar_panel,completed,completed,completed,A06T03R20_boundary.tif
A06T03R21_boundary,solar_panel,completed,completed,not_started,A06T03R21_boundary.tif
A06T03R22_boundary,solar_panel,completed,completed,not_started,A06T03R22_boundary.tif
A06T03R23_boundary,solar_panel,completed,completed,completed,A06T03R23_boundary.tif
A06T03R24_boundary,solar_panel,completed,completed,not_started,A06T03R24_boundary.tif
A06T03R25_boundary,solar_panel,completed,completed,completed,A06T03R25_boundary.tif
A06T03R26_boundary,solar_panel,completed,completed,completed,A06T03R26_boundary.tif
A06T03R27_boundary,solar_panel,completed,completed,completed,A06T03R27_boundary.tif
A06T03R28_boundary,solar_panel,completed,completed,completed,A06T03R28_boundary.tif
A06T03R29_boundary,solar_panel,completed,completed,completed,A06T03R29_boundary.tif
A06T03R30_boundary,solar_panel,completed,completed,not_started,A06T03R30_boundary.tif
A06T03R31_boundary,solar_panel,completed,completed,completed,A06T03R31_boundary.tif
A06T03R32_boundary,solar_panel,completed,completed,completed,A06T03R32_boundary.tif
A06T03R33_boundary,solar_panel,completed,completed,completed,A06T03R33_boundary.tif
A06T03R34_boundary,solar_panel,completed,completed,not_started,A06T03R34_boundary.tif
A06T03R35_boundary,solar_panel,completed,completed,completed,A06T03R35_boundary.tif
A06T03R36_boundary,solar_panel,completed,completed,completed,A06T03R36_boundary.tif
